id,caption,language,platform,post_time,reach,likes,comments,shares,conversion,quality_score
8913,Celebrate this festive season with amazing gift options for your loved ones. Our carefully curated gift collections are sure to bring smiles and happiness!,English,Twitter,7/14/2024 16:23,14406,1327,140,190,891,53
8914,Discover our brand new fashion arrivals with premium quality materials and elegant designs – available now in limited stock. Don’t miss the chance to upgrade your style today!,English,Facebook,5/8/2024 9:28,18838,2615,332,257,1081,86
8915,Discover our brand new fashion arrivals with premium quality materials and elegant designs – available now in limited stock. Don’t miss the chance to upgrade your style today!,English,Twitter,3/23/2024 21:54,19067,2967,192,366,1052,58
8916,Discover our brand new fashion arrivals with premium quality materials and elegant designs – available now in limited stock. Don’t miss the chance to upgrade your style today!,English,Facebook,3/15/2024 22:13,18595,1296,171,172,256,56
8917,"Boost your business growth with our all-in-one digital marketing solution, trusted by thousands of entrepreneurs worldwide. Start your journey towards success now!",English,Instagram,10/9/2024 23:42,18567,4489,768,429,1459,78
8918,Celebrate this festive season with amazing gift options for your loved ones. Our carefully curated gift collections are sure to bring smiles and happiness!,English,Instagram,6/10/2024 7:28,13248,1979,131,197,855,43
8919,Celebrate this festive season with amazing gift options for your loved ones. Our carefully curated gift collections are sure to bring smiles and happiness!,English,Twitter,11/2/2024 12:30,11782,871,101,67,331,49
8920,"Boost your business growth with our all-in-one digital marketing solution, trusted by thousands of entrepreneurs worldwide. Start your journey towards success now!",English,Instagram,1/5/2024 8:27,6973,450,73,43,451,60
8921,Discover our brand new fashion arrivals with premium quality materials and elegant designs – available now in limited stock. Don’t miss the chance to upgrade your style today!,English,Instagram,5/27/2024 2:58,4683,252,20,30,189,53
8922,Discover our brand new fashion arrivals with premium quality materials and elegant designs – available now in limited stock. Don’t miss the chance to upgrade your style today!,English,Instagram,1/22/2024 10:27,14265,3024,332,328,492,62
8923,"Upgrade your home or office with our stylish and durable furniture collection. Designed to bring comfort and class, these items are available for a short time only!",English,Twitter,4/8/2024 8:12,17446,3101,333,383,283,49
8924,"Boost your business growth with our all-in-one digital marketing solution, trusted by thousands of entrepreneurs worldwide. Start your journey towards success now!",English,Instagram,9/17/2024 23:16,12700,2250,129,310,771,60
8925,Take advantage of our seasonal promotions with unmatched discounts and special bundle offers designed to give you the best value for your money.,English,Twitter,4/28/2024 0:19,6372,1320,217,82,602,91
8926,Take advantage of our seasonal promotions with unmatched discounts and special bundle offers designed to give you the best value for your money.,English,Instagram,5/10/2024 9:17,10141,2198,359,125,301,81
8927,Discover our brand new fashion arrivals with premium quality materials and elegant designs – available now in limited stock. Don’t miss the chance to upgrade your style today!,English,Facebook,9/9/2024 12:44,16389,4314,252,258,474,94
8928,Shop smarter and save more with our exclusive deals and limited-time offers. Browse our latest collection and experience shopping like never before!,English,Instagram,2/11/2024 6:25,15583,2137,172,236,1254,44
8929,Take advantage of our seasonal promotions with unmatched discounts and special bundle offers designed to give you the best value for your money.,English,Twitter,12/2/2024 10:47,1778,258,20,31,67,56
8930,"Upgrade your home or office with our stylish and durable furniture collection. Designed to bring comfort and class, these items are available for a short time only!",English,Facebook,10/30/2024 3:01,4911,1318,175,113,381,48
8931,"Stay ahead of the trend with our cutting-edge tech gadgets designed to simplify your daily routine. Limited quantities available, so grab yours today before it’s gone!",English,Twitter,11/5/2024 18:09,523,142,21,14,39,79
8932,Shop smarter and save more with our exclusive deals and limited-time offers. Browse our latest collection and experience shopping like never before!,English,Twitter,3/3/2024 17:59,7013,1701,259,219,672,98
8933,"Boost your business growth with our all-in-one digital marketing solution, trusted by thousands of entrepreneurs worldwide. Start your journey towards success now!",English,Facebook,7/23/2024 7:05,9968,1725,215,208,654,52
8934,Take advantage of our seasonal promotions with unmatched discounts and special bundle offers designed to give you the best value for your money.,English,Instagram,7/6/2024 16:50,14515,3434,622,315,1308,89
8935,"Upgrade your home or office with our stylish and durable furniture collection. Designed to bring comfort and class, these items are available for a short time only!",English,Instagram,7/20/2024 0:22,14339,855,109,123,898,62
8936,Shop smarter and save more with our exclusive deals and limited-time offers. Browse our latest collection and experience shopping like never before!,English,Facebook,1/12/2024 12:54,1543,135,8,15,16,85
8937,Join our community of satisfied customers and explore our innovative products that make your life easier and more enjoyable. Order today and enjoy fast delivery!,English,Twitter,5/4/2024 8:25,7748,1485,262,213,658,70
8938,Shop smarter and save more with our exclusive deals and limited-time offers. Browse our latest collection and experience shopping like never before!,English,Twitter,10/1/2024 19:28,5587,831,54,86,348,97
8939,Celebrate this festive season with amazing gift options for your loved ones. Our carefully curated gift collections are sure to bring smiles and happiness!,English,Facebook,11/4/2024 13:11,370,39,6,4,29,47
8940,Join our community of satisfied customers and explore our innovative products that make your life easier and more enjoyable. Order today and enjoy fast delivery!,English,Twitter,12/30/2024 6:35,1932,316,53,34,181,64
8941,"Upgrade your home or office with our stylish and durable furniture collection. Designed to bring comfort and class, these items are available for a short time only!",English,Instagram,6/12/2024 18:30,14923,3404,395,423,1367,74
8942,Take advantage of our seasonal promotions with unmatched discounts and special bundle offers designed to give you the best value for your money.,English,Instagram,2/10/2024 23:32,10113,2470,241,206,597,49
8943,Shop smarter and save more with our exclusive deals and limited-time offers. Browse our latest collection and experience shopping like never before!,English,Instagram,1/9/2024 23:44,2938,303,58,32,117,48
8944,"Get the ultimate shopping experience with our mobile app that offers convenience, security, and personalized recommendations based on your preferences.",English,Twitter,2/12/2024 7:45,9589,2249,201,311,132,51
8945,Celebrate this festive season with amazing gift options for your loved ones. Our carefully curated gift collections are sure to bring smiles and happiness!,English,Instagram,7/11/2024 2:24,19320,3554,397,501,1148,54
8946,"Stay ahead of the trend with our cutting-edge tech gadgets designed to simplify your daily routine. Limited quantities available, so grab yours today before it’s gone!",English,Instagram,4/28/2024 18:23,1178,112,11,15,24,99
8947,"Get the ultimate shopping experience with our mobile app that offers convenience, security, and personalized recommendations based on your preferences.",English,Twitter,8/6/2024 21:54,3236,433,46,63,66,100
8948,Take advantage of our seasonal promotions with unmatched discounts and special bundle offers designed to give you the best value for your money.,English,Twitter,11/12/2024 20:13,19005,3768,338,340,525,98
